0 0.000789929
0.00497512 0.00314176
0.00995025 0.00700512
0.0149254 0.0122998
0.0199005 0.0189184
0.0248756 0.0267288
0.0298507 0.0355779
0.0348259 0.0452939
0.039801 0.0556902
0.0447761 0.0665689
0.0497512 0.0777251
0.0547264 0.0889527
0.0597015 0.10005
0.0646766 0.110826
0.0696517 0.121104
0.0746269 0.130724
0.079602 0.139545
0.0845771 0.147441
0.0895522 0.154305
0.0945274 0.160046
0.0995025 0.164597
0.104478 0.167916
0.109453 0.169993
0.114428 0.170853
0.119403 0.170549
0.124378 0.169161
0.129353 0.166782
0.134328 0.163515
0.139303 0.159458
0.144279 0.154714
0.149254 0.149387
0.154229 0.143595
0.159204 0.137469
0.164179 0.131163
0.169154 0.124841
0.174129 0.118677
0.179104 0.112834
0.18408 0.107458
0.189055 0.102668
0.19403 0.098555
0.199005 0.0951808
0.20398 0.0925876
0.208955 0.0908044
0.21393 0.0898544
0.218905 0.089762
0.223881 0.0905562
0.228856 0.0922735
0.233831 0.0949566
0.238806 0.0986505
0.243781 0.103393
0.248756 0.109203
0.253731 0.11606
0.258706 0.123895
0.263682 0.132577
0.268657 0.141923
0.273632 0.151711
0.278607 0.161714
0.283582 0.171744
0.288557 0.181685
0.293532 0.191523
0.298507 0.201346
0.303483 0.211315
0.308458 0.221617
0.313433 0.2324
0.318408 0.243703
0.323383 0.255418
0.328358 0.267275
0.333333 0.278871
0.338308 0.289733
0.343284 0.299416
0.348259 0.307593
0.353234 0.314141
0.358209 0.319186
0.363184 0.323099
0.368159 0.326448
0.373134 0.329905
0.378109 0.334134
0.383085 0.339667
0.38806 0.346817
0.393035 0.355613
0.39801 0.365792
0.402985 0.376838
0.40796 0.388066
0.412935 0.398732
0.41791 0.408158
0.422886 0.415851
0.427861 0.421594
0.432836 0.425508
0.437811 0.428067
0.442786 0.430066
0.447761 0.432547
0.452736 0.436686
0.457711 0.443662
0.462687 0.454506
0.467662 0.469961
0.472637 0.490363
0.477612 0.515564
0.482587 0.544896
0.487562 0.57721
0.492537 0.610958
0.497512 0.644341
0.502488 0.675499
0.507463 0.702714
0.512438 0.724626
0.517413 0.740408
0.522388 0.749904
0.527363 0.753691
0.532338 0.753069
0.537313 0.749963
0.542289 0.746762
0.547264 0.746089
0.552239 0.750551
0.557214 0.762471
0.562189 0.783647
0.567164 0.815151
0.572139 0.8572
0.577114 0.909096
0.58209 0.969257
0.587065 1.03531
0.59204 1.10429
0.597015 1.17282
0.60199 1.2374
0.606965 1.29466
0.61194 1.34163
0.616915 1.37594
0.621891 1.39602
0.626866 1.40126
0.631841 1.392
0.636816 1.36963
0.641791 1.33644
0.646766 1.29555
0.651741 1.25073
0.656716 1.20621
0.661692 1.16644
0.666667 1.1359
0.671642 1.11881
0.676617 1.11898
0.681592 1.13957
0.686567 1.18297
0.691542 1.25065
0.696517 1.34312
0.701493 1.4599
0.706468 1.59948
0.711443 1.75945
0.716418 1.93649
0.721393 2.12656
0.726368 2.32506
0.731343 2.52706
0.736318 2.72763
0.741294 2.92207
0.746269 3.10617
0.751244 3.27621
0.756219 3.42898
0.761194 3.56155
0.766169 3.67112
0.771144 3.75507
0.776119 3.81111
0.781095 3.83785
0.78607 3.83521
0.791045 3.80483
0.79602 3.7499
0.800995 3.67451
0.80597 3.58256
0.810945 3.47666
0.81592 3.35752
0.820896 3.2242
0.825871 3.07531
0.830846 2.91071
0.835821 2.73303
0.840796 2.54822
0.845771 2.36448
0.850746 2.19001
0.855721 2.03007
0.860697 1.88489
0.865672 1.74942
0.870647 1.61533
0.875622 1.47484
0.880597 1.32468
0.885572 1.16862
0.890547 1.01695
0.895522 0.882927
0.900498 0.777335
0.905473 0.703432
0.910448 0.654648
0.915423 0.616383
0.920398 0.571525
0.925373 0.507589
0.930348 0.422411
0.935323 0.32576
0.940299 0.235799
0.945274 0.171623
0.950249 0.144885
0.955224 0.154174
0.960199 0.184778
0.965174 0.214201
0.970149 0.221305
0.975124 0.195221
0.9801 0.140156
0.985075 0.0738843
0.99005 0.0204314
