0 1.24723
0.00497512 4.5229
0.00995025 8.62099
0.0149254 12.0867
0.0199005 13.79
0.0248756 13.3358
0.0298507 11.1508
0.0348259 8.23628
0.039801 5.7212
0.0447761 4.42109
0.0497512 4.58013
0.0547264 5.87311
0.0597015 7.62416
0.0646766 9.11697
0.0696517 9.85713
0.0746269 9.69514
0.079602 8.79489
0.0845771 7.4979
0.0895522 6.16208
0.0945274 5.04244
0.0995025 4.24496
0.104478 3.74692
0.109453 3.45327
0.114428 3.25566
0.119403 3.07199
0.124378 2.86033
0.129353 2.61357
0.134328 2.34526
0.139303 2.07581
0.144279 1.82337
0.149254 1.59984
0.154229 1.41024
0.159204 1.25393
0.164179 1.12625
0.169154 1.02034
0.174129 0.928918
0.179104 0.845717
0.18408 0.766457
0.189055 0.689115
0.19403 0.613602
0.199005 0.541048
0.20398 0.473012
0.208955 0.410849
0.21393 0.355364
0.218905 0.306733
0.223881 0.264609
0.228856 0.228313
0.233831 0.197029
0.238806 0.169952
0.243781 0.146383
0.248756 0.125765
0.253731 0.10768
0.258706 0.0918238
0.263682 0.0779662
0.268657 0.0659204
0.273632 0.0555171
0.278607 0.0465906
0.283582 0.0389762
0.288557 0.032512
0.293532 0.0270448
0.298507 0.0224342
0.303483 0.0185554
0.308458 0.0153004
0.313433 0.0125764
0.318408 0.0103039
0.323383 0.00841471
0.328358 0.00685009
0.333333 0.0055591
0.338308 0.00449771
0.343284 0.00362801
0.348259 0.00291762
0.353234 0.0023391
0.358209 0.0018694
0.363184 0.00148921
0.368159 0.00118249
0.373134 0.000935895
0.378109 0.000738342
0.383085 0.000580657
0.38806 0.000455251
0.393035 0.000355873
0.39801 0.000277394
0.402985 0.000215626
0.40796 0.000167171
0.412935 0.00012928
0.41791 9.97419e-05
0.422886 7.67858e-05
0.427861 5.89977e-05
0.432836 4.52532e-05
0.437811 3.46617e-05
0.442786 2.65202e-05
0.447761 2.02764e-05
0.452736 1.54975e-05
0.457711 1.18462e-05
0.462687 9.06035e-06
0.467662 6.93706e-06
0.472637 5.31976e-06
0.477612 4.08808e-06
0.482587 3.14977e-06
0.487562 2.43431e-06
0.492537 1.888e-06
0.497512 1.47e-06
0.502488 1.14934e-06
0.507463 9.02576e-07
0.512438 7.11996e-07
0.517413 5.64209e-07
0.522388 4.49107e-07
0.527363 3.5905e-07
0.532338 2.88262e-07
0.537313 2.32361e-07
0.542289 1.88018e-07
0.547264 1.52691e-07
0.552239 1.24436e-07
0.557214 1.01751e-07
0.562189 8.34754e-08
0.567164 6.87059e-08
0.572139 5.67338e-08
0.577114 4.70015e-08
0.58209 3.90674e-08
0.587065 3.25806e-08
0.59204 2.7261e-08
0.597015 2.28846e-08
0.60199 1.92716e-08
0.606965 1.62777e-08
0.61194 1.37871e-08
0.616915 1.17064e-08
0.621891 9.96073e-09
0.626866 8.48997e-09
0.631841 7.24564e-09
0.636816 6.18879e-09
0.641791 5.288e-09
0.646766 4.51792e-09
0.651741 3.85794e-09
0.656716 3.29128e-09
0.661692 2.80416e-09
0.666667 2.3852e-09
0.671642 2.02487e-09
0.676617 1.71518e-09
0.681592 1.44934e-09
0.686567 1.22151e-09
0.691542 1.02667e-09
0.696517 8.60452e-10
0.701493 7.19031e-10
0.706468 5.99066e-10
0.711443 4.97621e-10
0.716418 4.12116e-10
0.721393 3.40289e-10
0.726368 2.80158e-10
0.731343 2.2999e-10
0.736318 1.88278e-10
0.741294 1.53714e-10
0.746269 1.25168e-10
0.751244 1.01669e-10
0.756219 8.23847e-11
0.761194 6.66085e-11
0.766169 5.37397e-11
0.771144 4.32719e-11
0.776119 3.47798e-11
0.781095 2.79079e-11
0.78607 2.23601e-11
0.791045 1.78912e-11
0.79602 1.42988e-11
0.800995 1.14162e-11
0.80597 9.10717e-12
0.810945 7.26034e-12
0.81592 5.78515e-12
0.820896 4.60816e-12
0.825871 3.66997e-12
0.830846 2.92271e-12
0.835821 2.32787e-12
0.840796 1.85456e-12
0.845771 1.47803e-12
0.850746 1.17852e-12
0.855721 9.4026e-13
0.860697 7.50692e-13
0.865672 5.9982e-13
0.870647 4.797e-13
0.875622 3.84022e-13
0.880597 3.07777e-13
0.885572 2.46984e-13
0.890547 1.98485e-13
0.895522 1.59767e-13
0.900498 1.28832e-13
0.905473 1.04088e-13
0.910448 8.42667e-14
0.915423 6.83543e-14
0.920398 5.55418e-14
0.925373 4.51825e-14
0.930348 3.67608e-14
0.935323 2.98667e-14
0.940299 2.41759e-14
0.945274 1.94353e-14
0.950249 1.545e-14
0.955224 1.20743e-14
0.960199 9.20301e-15
0.965174 6.76507e-15
0.970149 4.71684e-15
0.975124 3.03655e-15
0.9801 1.71851e-15
0.985075 7.67406e-16
0.99005 1.92199e-16
