0.475248	1.40994	0.219059	1.37591	-0.43283	-1.30866
0.485149	1.41267	0.131775	1.40038	-0.262404	-1.37591
0.49505	1.41404	0.0439818	1.41267	-0.0879211	-1.40994
0.50495	1.41404	-0.0439818	1.41267	0.0879211	-1.40994
0.514851	1.41267	-0.131775	1.40038	0.262404	-1.37591
0.524752	1.40994	-0.219059	1.37591	0.43283	-1.30866
0.534653	1.40584	-0.305495	1.33946	0.596565	-1.20982
0.544554	1.40038	-0.39075	1.29135	0.751076	-1.08178
0.554455	1.39357	-0.474492	1.23201	0.893976	-0.927623
0.564356	1.38541	-0.556399	1.16195	1.02305	-0.751076
0.574257	1.37591	-0.636153	1.08178	1.13632	-0.556399
0.584158	1.36507	-0.713447	0.992194	1.23201	-0.348291
0.594059	1.35292	-0.787979	0.893976	1.30866	-0.131775
0.60396	1.33946	-0.859464	0.787979	1.36507	0.0879211
0.613861	1.3247	-0.927623	0.675127	1.40038	0.305495
0.623762	1.30866	-0.992194	0.556399	1.41404	0.515695
0.633663	1.29135	-1.05293	0.43283	1.40584	0.713447
0.643564	1.2728	-1.10958	0.305495	1.37591	0.893976
0.653465	1.25301	-1.16195	0.175502	1.3247	1.05293
0.663366	1.23201	-1.20982	0.0439818	1.25301	1.18646
0.673267	1.20982	-1.25301	-0.0879211	1.16195	1.29135
0.683168	1.18646	-1.29135	-0.219059	1.05293	1.36507
0.693069	1.16195	-1.3247	-0.348291	0.927623	1.40584
0.70297	1.13632	-1.35292	-0.474492	0.787979	1.41267
0.712871	1.10958	-1.37591	-0.596565	0.636153	1.38541
0.722772	1.08178	-1.39357	-0.713447	0.474492	1.3247
0.732673	1.05293	-1.40584	-0.82412	0.305495	1.23201
0.742574	1.02305	-1.41267	-0.927623	0.131775	1.10958
0.752475	0.992194	-1.41404	-1.02305	-0.0439818	0.960373
0.762376	0.960373	-1.40994	-1.10958	-0.219059	0.787979
0.772277	0.927623	-1.40038	-1.18646	-0.39075	0.596565
0.782178	0.893976	-1.38541	-1.25301	-0.556399	0.39075
0.792079	0.859464	-1.36507	-1.30866	-0.713447	0.175502
0.80198	0.82412	-1.33946	-1.35292	-0.859464	-0.0439818
0.811881	0.787979	-1.30866	-1.38541	-0.992194	-0.262404
0.821782	0.751076	-1.2728	-1.40584	-1.10958	-0.474492
0.831683	0.713447	-1.23201	-1.41404	-1.20982	-0.675127
0.841584	0.675127	-1.18646	-1.40994	-1.29135	-0.859464
0.851485	0.636153	-1.13632	-1.39357	-1.35292	-1.02305
0.861386	0.596565	-1.08178	-1.36507	-1.39357	-1.16195
0.871287	0.556399	-1.02305	-1.3247	-1.41267	-1.2728
0.881188	0.515695	-0.960373	-1.2728	-1.40994	-1.35292
0.891089	0.474492	-0.893976	-1.20982	-1.38541	-1.40038
0.90099	0.43283	-0.82412	-1.13632	-1.33946	-1.41404
0.910891	0.39075	-0.751076	-1.05293	-1.2728	-1.39357
0.920792	0.348291	-0.675127	-0.960373	-1.18646	-1.33946
0.930693	0.305495	-0.596565	-0.859464	-1.08178	-1.25301
0.940594	0.262404	-0.515695	-0.751076	-0.960373	-1.13632
0.950495	0.219059	-0.43283	-0.636153	-0.82412	-0.992194
0.960396	0.175502	-0.348291	-0.515695	-0.675127	-0.82412
0.970297	0.131775	-0.262404	-0.39075	-0.515695	-0.636153
0.980198	0.0879211	-0.175502	-0.262404	-0.348291	-0.43283
0.990099	0.0439818	-0.0879211	-0.131775	-0.175502	-0.219059
