0.00990099	0.0439818	0.0879211	-0.131775	0.175502	-0.219059
0.019802	0.0879211	0.175502	-0.262404	0.348291	-0.43283
0.029703	0.131775	0.262404	-0.39075	0.515695	-0.636153
0.039604	0.175502	0.348291	-0.515695	0.675127	-0.82412
0.049505	0.219059	0.43283	-0.636153	0.82412	-0.992194
0.0594059	0.262404	0.515695	-0.751076	0.960373	-1.13632
0.0693069	0.305495	0.596565	-0.859464	1.08178	-1.25301
0.0792079	0.348291	0.675127	-0.960373	1.18646	-1.33946
0.0891089	0.39075	0.751076	-1.05293	1.2728	-1.39357
0.0990099	0.43283	0.82412	-1.13632	1.33946	-1.41404
0.108911	0.474492	0.893976	-1.20982	1.38541	-1.40038
0.118812	0.515695	0.960373	-1.2728	1.40994	-1.35292
0.128713	0.556399	1.02305	-1.3247	1.41267	-1.2728
0.138614	0.596565	1.08178	-1.36507	1.39357	-1.16195
0.148515	0.636153	1.13632	-1.39357	1.35292	-1.02305
0.158416	0.675127	1.18646	-1.40994	1.29135	-0.859464
0.168317	0.713447	1.23201	-1.41404	1.20982	-0.675127
0.178218	0.751076	1.2728	-1.40584	1.10958	-0.474492
0.188119	0.787979	1.30866	-1.38541	0.992194	-0.262404
0.19802	0.82412	1.33946	-1.35292	0.859464	-0.0439818
0.207921	0.859464	1.36507	-1.30866	0.713447	0.175502
0.217822	0.893976	1.38541	-1.25301	0.556399	0.39075
0.227723	0.927623	1.40038	-1.18646	0.39075	0.596565
0.237624	0.960373	1.40994	-1.10958	0.219059	0.787979
0.247525	0.992194	1.41404	-1.02305	0.0439818	0.960373
0.257426	1.02305	1.41267	-0.927623	-0.131775	1.10958
0.267327	1.05293	1.40584	-0.82412	-0.305495	1.23201
0.277228	1.08178	1.39357	-0.713447	-0.474492	1.3247
0.287129	1.10958	1.37591	-0.596565	-0.636153	1.38541
0.29703	1.13632	1.35292	-0.474492	-0.787979	1.41267
0.306931	1.16195	1.3247	-0.348291	-0.927623	1.40584
0.316832	1.18646	1.29135	-0.219059	-1.05293	1.36507
0.326733	1.20982	1.25301	-0.0879211	-1.16195	1.29135
0.336634	1.23201	1.20982	0.0439818	-1.25301	1.18646
0.346535	1.25301	1.16195	0.175502	-1.3247	1.05293
0.356436	1.2728	1.10958	0.305495	-1.37591	0.893976
0.366337	1.29135	1.05293	0.43283	-1.40584	0.713447
0.376238	1.30866	0.992194	0.556399	-1.41404	0.515695
0.386139	1.3247	0.927623	0.675127	-1.40038	0.305495
0.39604	1.33946	0.859464	0.787979	-1.36507	0.0879211
0.405941	1.35292	0.787979	0.893976	-1.30866	-0.131775
0.415842	1.36507	0.713447	0.992194	-1.23201	-0.348291
0.425743	1.37591	0.636153	1.08178	-1.13632	-0.556399
0.435644	1.38541	0.556399	1.16195	-1.02305	-0.751076
0.445545	1.39357	0.474492	1.23201	-0.893976	-0.927623
0.455446	1.40038	0.39075	1.29135	-0.751076	-1.08178
0.465347	1.40584	0.305495	1.33946	-0.596565	-1.20982
